Year,College Code,College_Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,RUBBER AND PLASTIC TECHNOLOGY,190,188,185.25,185.5,172,146.75,141.75
2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",CS,COMPUTER SCIENCE AND ENGG.,175,161.75,159.25,163.5,143.5,,118
2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",EC,ELECTRONICS AND COMMUNICATION ENGG.,173.5,148,162.5,165.5,139.5,157.75,
2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",IT,INFORMATION TECHNOLOGY,165.25,150.75,158.75,153.75,136.75,90.5,
2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",ME,MECHANICAL ENGINEERING,168.75,157.25,162.5,160.5,130.75,136.75,
2018,1013,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM,VILLUPURAM (POST) , KAKUPPAM (VILLAGE),VILLUPURAM DIST, PIN - 605103.",XM,MECHANICAL ENGINEERING - TAMIL MEDIUM,87,,,,,,
2018,1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",CE,CIVIL ENGINEERING,140.5,94,95,125.5,100.5,,116.75
2018,1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",CS,COMPUTER SCIENCE AND ENGG.,162,145,120.25,143,132.75,,97.5
2018,1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",EC,ELECTRONICS AND COMMUNICATION ENGG.,165.5,140.25,111.5,152.25,115.75,122,
2018,1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",IT,INFORMATION TECHNOLOGY,157.25,136.75,109,146.75,118.75,127.5,
2018,1014,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,IYYANTHOPE (POST) , MELPAKKAM (VILLAGE),VILLUPURAM DIST, PIN - 604001.",XC,CIVIL ENGINEERING - TAMIL MEDIUM,122.25,,,,,,
2018,1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",CS,COMPUTER SCIENCE AND ENGG.,165,151.25,108,141.25,115.25,,118
2018,1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",EC,ELECTRONICS AND COMMUNICATION ENGG.,152.25,141.5,113.75,131,97.5,105.25,94
2018,1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",EE,ELECTRICAL AND ELECTRONICS ENGG.,156.75,126,,129,115,,138.75
2018,1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",ME,MECHANICAL ENGINEERING,154.75,138,137,143.75,119,137.75,
2018,1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI,ARNI TO DEVIKAPURAM ROAD, THATCHUR, ARNI,THIRUVANNAMALAI DIST, PIN - 632326.",XM,MECHANICAL ENGINEERING - TAMIL MEDIUM,86.75,,,,,,
2018,1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",CS,COMPUTER SCIENCE AND ENGG.,181.5,174,175,172.25,158.25,167,109.25
2018,1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",EC,ELECTRONICS AND COMMUNICATION ENGG.,180.25,175,175.25,170.75,157.25,,
2018,1026,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM,NH-4, CHENNAI BANGALORE HIGHWAY, PONNERIKKARAI,KANCHEEPURAM DIST, PIN - 631552.",EE,ELECTRICAL AND ELECTRONICS ENGG.,169.5,159.25,131.75,158.25,144.5,136,
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,Bio- Medical Engineering (SS),192,188,188,187.5,178.5,152,144.5
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,Civil Engineering,189.75,188.5,186,186,183,152.5,171.5
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,Computer Science and Engineering (SS),195,194,192.5,191.5,183,182,176.5
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,Computer Science and Engineering,198,196.5,197.5,194.75,190.25,,171
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,Electronics and Communication Engineering,196.75,195.5,195,193,191,179.5,186
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,Electrical and Electronics Engineering,195,192,190,191.5,184.5,176.5,182.75
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,Electronics and Communication Engg. (SS),193.33,191.75,191,189,179,154.5,170.75
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,Geo-Informatics,187.5,185.25,183,183.5,174,170.25,165
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,Industrial Engineering,185,183,181.5,178,164.25,156.5,
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,Information Tech. (SS),192.5,190.5,189,188.5,177,155,181.25
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,Material Science and Engineering (SS),183,178.5,181.5,172,168.5,134.5,
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,Mechanical Engineering,192.5,190.5,189.75,187.5,183.5,172.5,177
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,Mining Engineering,187,183,184.75,179,179,162.5,
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,Manufacturing Engineering,184,180,178.5,176.5,163.25,144.5,
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,Printing and Packaging Technology,180.5,178,177,172,167,167.5,
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,Civil Engineering (Tamil Medium),175.75,169,172.5,162,148,160.67,
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,Mechanical Engineering (Tamil Medium),176,169.75,163.5,158,138,,
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",AP,Apparel Technology (SS),174,166.5,168,155.5,139,113.5,
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,Chemical Engineering,190,188.5,187.5,184,176,174,134
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,Chemical Engineering (SS),187,185,182,179,163.5,138.5,
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,Ceramic Technology (SS),168,162.5,156,154,144.5,113.5,
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,Food Technology (SS),186,183.5,176,173.5,170,139.5,147.25
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,Industrial Bio-Technology,190.75,187,182.5,179.75,166.5,149,
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,Industrial Bio-Tech. (SS),190,184,180,172.25,163.75,138.5,
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,Leather Technology,169,162.5,152.5,157,148.5,121,126
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,Pharmaceutical Tech (SS),179,173.5,175.5,167,150.5,143,124.5
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,Petroleum Engineering and Technology (SS),178.5,173,175,167.5,150,117.5,
2019,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,Textile Technology,173,165,159.5,164.5,142,133.5,139.5
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AE,Aeronautical Engineering,192,190,185.5,185,179,166,
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AS,Automobile Engineering (SS),183.5,180,177,174.5,159,123.5,
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AU,Automobile Engineering,187.5,185,179,177.5,170,155.5,150
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CM,Computer Science and Engineering (SS),193,192,188.5,190,179,149,148
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CS,Computer Science and Engineering,194.5,193.25,190,191.5,184.5,190,165.5
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EC,Electronics and Communication Engineering,193.5,192,190,190,183.75,173.5,161.5
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EI,Electronics and Instrumentation Engineering,190,188.5,187,185,170,143,
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EM,Electronics and Communication Engg. (SS),191,190,186,185.5,173,144,143
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",IM,Information Tech. (SS),190,190,187.5,185.5,170.5,143.5,146
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",MF,Mechanical Engg. (SS),190,189.5,183.5,185,171,130,131
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",PR,Production Engineering,184,179.5,178.25,175.5,158.5,131.5,142
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",RP,Rubber and Plastic Tech.,178,171.5,169,163.5,144,124,131.25
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",AM,Computer Science and Engineering (AI and Machine Learning),152.5,126.5,109.5,110.5,98.5,110.5,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",BD,Computer Science and Engineering (Big Data Analytics),117,92,106.5,80,80,,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CE,Civil Engineering,116.5,85,111.5,83,96.5,,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CH,Chemical Engineering,155,116.5,136.5,107,113,,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CS,Computer Science and Engineering,139,106,81,115.5,112,107,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",CZ,Civil and Structural Engineering,104.5,,,87.5,82,,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EC,Electronics and Communication Engineering,163,120.5,94,120.5,119,95.5,91
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EE,Electrical and Electronics Engineering,115,84,109,87,91.5,94,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EI,Electronics and Instrumentation Engineering,81.5,,,,,98.5,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",IT,Information Technology,125,83,80.5,88.5,93.5,106.5,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",ME,Mechanical Engineering,120.5,82.5,94,94,104.5,86,
2019,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",MM,Mechanical Engineering(Manufacturing),82.5,,,80,79,,
2019,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,Computer Science and Engineering,150.5,133.5,122,121,109,84.5,103
2019,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",EC,Electronics and Communication Engineering,140.5,109.5,104.5,108.5,98,105.5,
2019,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",IT,Information Technology,138.5,108,,122.5,98.5,,
2019,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",ME,Mechanical Engineering,127,81,91,103.5,81,98,
2019,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",XM,Mechanical Engineering (Tamil Medium),101,,,,,,
2019,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CE,Civil Engineering,87,,,,,,
2019,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CS,Computer Science and Engineering,130.5,113.5,104.5,118,100.5,,
2019,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",EC,Electronics and Communication Engineering,116,93,98.5,87.5,94.5,122.5,
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,Bio- Medical Engineering (SS),191,190,189.5,189,182,156.5,165.5
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,Civil Engineering,190,190,190,186.5,182.5,182,178.3333333
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,Computer Science and Engineering (SS),196,194.5,193.5,192,188.5,181.5,185.5
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,Computer Science and Engineering,198.25,197,196.5,195,192,193.5,195.5
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,Electronics and Communication Engineering,196.5,194.5,192,192,190,186.5,189
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,Electrical and Electronics Engineering,193.5,191.5,193,190.5,189,190,176.5
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,Electronics and Communication Engg. (SS),193.5,192,190.5,190,185,166.5,165.5
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,Geo-Informatics,190,188,182.5,185,172.5,180.5,179
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,Industrial Engineering,190,187,186.5,180.5,171.5,155,
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,Information Tech. (SS),193.5,192,190.5,190,180.5,163,170
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,Material Science and Engineering (SS),188,185,178.5,178.5,164,142.5,
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,Mechanical Engineering,192,190,190,189.5,183.5,160,176
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,Mining Engineering,185,180,174.5,175,167.5,147,
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,Manufacturing Engineering,187,184.5,179,178.5,168.5,144.5,
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,Printing Technology,179,176.5,168,169.75,166.5,131,
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,Civil Engineering (Tamil Medium),175,164.5,164,168.5,151.5,157,
2020,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,Mechanical Engineering (Tamil Medium),177,163.5,151.5,170.5,161.5,,137.5
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",AP,Apparel Technology (SS),163.5,159.5,146,151.5,142,115.5,
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,Chemical Engineering,190,190,186,183,174,146.5,184
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CL,Chemical Engineering (SS),189,186.5,184.5,177.5,159.5,135.5,
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CR,Ceramic Technology (SS),168.5,159.5,150,157,140.5,120,
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,Food Technology (SS),187,183,181,175,172.5,149,126.5
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IB,Industrial Bio-Technology,192,190,187,184,173.5,154,
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",IS,Industrial Bio-Tech. (SS),190,190,185,178,168,141.5,
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,Leather Technology,167.5,163,162.5,154.5,147.5,123.5,113.5
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,Pharmaceutical Tech (SS),182.5,177.5,174.5,166,156,134,173
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PP,Petroleum Engineering and Technology (SS),177.5,172,175.5,166,150,129.75,
2020,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,Textile Technology,174.5,165.5,158.5,156.5,145.5,130.5,136
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AE,Aeronautical Engineering,191.5,190,189.5,188,183,163.5,
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AS,Automobile Engineering (SS),184,180,184,173.5,165,139.5,
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",AU,Automobile Engineering,188.5,186,186,180,172.5,169.5,155.5
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CM,Computer Science and Engineering (SS),193,192,192,190,185,163.5,168.5
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",CS,Computer Science and Engineering,195,194,192.5,191,189.75,184,
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EC,Electronics and Communication Engineering,193,192,190,190,188.5,173.5,182
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EI,Electronics and Instrumentation Engineering,190,190,189,187,175.5,155,
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",EM,Electronics and Communication Engg. (SS),191,190.5,190,189,175.5,159.5,129
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",IM,Information Tech. (SS),191.5,190.5,190,189.5,175,155.5,152.5
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",MF,Mechanical Engg. (SS),190,190,189,185.5,172.5,152,137
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",PR,Production Engineering,186.5,183.5,182,175,164,135.5,140
2020,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Chengalpattu District 600 044",RP,Rubber and Plastic Tech.,178.5,172.5,156.5,164,153,126.5,110.5
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",AM,Computer Science and Engineering (AI and Machine Learning),133,86.5,97.5,92,86,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",BD,Computer Science and Engineering (Big Data Analytics),101,79.5,,94.5,80,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CE,Civil Engineering,109,88,,88.5,80,99.5,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CH,Chemical Engineering,127.5,91,,88.5,81.5,100,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CS,Computer Science and Engineering,128,91.5,98,104,91,118,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",CZ,Civil and Structural Engineering,94,,,,,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EC,Electronics and Communication Engineering,125,83,84,100,86.5,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EE,Electrical and Electronics Engineering,98.5,81,88,80.5,80,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",EI,Electronics and Instrumentation Engineering,81.5,,,,,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",IT,Information Technology,113,85.5,89.5,81,88.5,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",ME,Mechanical Engineering,98.5,81,86.5,83,83.5,,
2020,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore",MM,Mechanical (Manufacturing),80,,,,,,
2020,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,Computer Science and Engineering,148,138,101.5,127,112,110.5,
2020,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",EC,Electronics and Communication Engineering,128,94.5,99,111,83.5,113.5,
2020,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",IT,Information Technology,136.5,118.5,123,121.5,98,96,
2020,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",ME,Mechanical Engineering,107.5,89.5,,83,80,85.5,
2020,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",XM,Mechanical Engineering (Tamil Medium),113.5,,,,,,
2020,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CE,Civil Engineering,80,,,,,,
2020,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",CS,Computer Science and Engineering,143.5,112,82,114.5,103,,
2020,1014,"University College of Engineering, Tindivanam, Melpakkam, Tindivanam, Villupuram District 604001",EC,Electronics and Communication Engineering,118,80,86,86,81,,
